{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.017108527580199713, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0237364412831989, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.6050174588888356, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0221885911805508, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015926092052149017, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0048174728343753, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.021225516304320784, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0044500332124122, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02982474086516784, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0046056669466263, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.05699589632903531, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0169958963290344, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06803891820103147, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0024617414226802, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.19423056842479733, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0152668390984319, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.35535048368477584, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0065844052302977, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016260856651542376, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0101737064246756, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02826329395729402, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.042766822656384, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03260575259073783, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0108629433291603, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.05499028175146803, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0149902817514693, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.15028468062152128, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0390154136095633, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.14648790597825515, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0064977786490663, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 1.335157801897437, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0678223626185868, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.017405524870630795, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0284883979300972, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02365215654908393, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0176617412116804, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.04673588937792824, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0426557511003418, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04174487365515398, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0017448736551537, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06824570036288186, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0025536446057246, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.13884177120865596, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0050933865485283, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.6604898131285045, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0256556133205297, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01570311780059919, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.001249884809581, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.022503546645845054, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0114081984051517, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.033922979555180616, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.013826703999157, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04253835637549381, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0025383563754928, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.10114050457894773, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0171735575906438, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.17187475224570323, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0111606687798222, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.641226484142149, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0244516552588827, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.017360235483002678, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0277637677280327, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.023266288006208197, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0155609013671285, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.04291424674336173, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0340570551725592, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.052143726775888535, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0121437267758895, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.08331477775182074, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0092510123341425, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.15859231772882482, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0087210379501919, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.35832879062227385, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0067705494138914, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01594781472365877, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.005165035578532, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.021862294151051245, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0079169348223906, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.034221470764537194, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0144983092202093, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.05170091812636423, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0117009181263654, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.07507759067846739, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.00559004030154, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.16167238346592866, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0092867643100676, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.4441252253944166, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0121328265871505, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016591655375158033, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0154664860025286, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02207364770144659, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0090676374856513, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03833846892904556, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0237615550903538, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.11807061829984301, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0780706182998392, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.10698464117578357, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.01977095163368, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.14394069265643747, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0060299231409777, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.3440914974523083, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0058807185907688, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01639884409785283, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0123815055656453, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.021852681870239647, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0078646012935264, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03533923855786678, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0170132867551998, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.05317689716015838, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0131768971601585, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.10031740471824334, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0168077354303298, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.2857525099042042, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0320769916150563, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.6487867206730837, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0249241700420666, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01618995892255315, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0090393427608468, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.024850235929684224, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0241846178393863, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03696810783776481, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0206782426349665, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04161858523510373, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.001618585235103, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.07936975723336408, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0074976698814946, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.17578054481736657, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.011878059252169, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.3132823006933832, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0039551437933356, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016723475645025642, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.017575610320399, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.022012748446473412, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0087360748752445, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02955442132461984, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0039974479803935, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.06851967609444752, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0285196760944453, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.09365174858472661, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.013845221593211, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.15841336176507276, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0086881684874618, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.43130816788022763, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0113317604925132, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01695966056321275, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0213545690113932, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02387518689961933, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0188760175645961, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.029732481792255495, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0043980840325741, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.051695654202686486, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.011695654202687, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.08894251104201029, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.011752227129782, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.1594394102466514, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.008876626371833, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.3092518409807312, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0037032400612946, 'gamma': 16.000000000000565}
