{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.010136595807884074, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.034634512517984, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009492853255896974, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0243346316861597, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.015791922563960253, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0292889026668055, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.018221825029588627, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0091113512145247, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.04650727272212381, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0260991094568241, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.053370583742398, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0095479238401575, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.18398501650141, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.023380838099592, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.9520016049410206, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0515281615333025, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009631851702513317, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0265586068320518, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.0137173189819847, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.017993838720526, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.026910037128140482, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0286598284362642, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.054581368801788446, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0341732055364756, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.1108533862845794, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0350958360811395, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.15888285265504792, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0187702365767959, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.7188715849433778, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0369575352834512, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009660744348896083, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.027020889174151, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.015063502931307152, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0253230624445773, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.04326073459826996, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.065448897744073, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.0516200698042235, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0312119065389282, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.09354085241564067, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0274013765838244, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.18531512361296437, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0236251434874355, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.8536508421872342, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.045381238861191, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008370266224442391, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0063732391829097, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011494409996720264, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.005891334245177, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.018236945593782174, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0091453724839683, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.05713677788974702, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0367286146244503, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.11372819831780193, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0363735303181139, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.24017604092405148, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.033701638503749, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.4915902048471754, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.022752449027436, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.010020874830442505, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.032782976878942, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.012760310858017909, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0127834611566886, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03519268625666132, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0472957889754333, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.04651191549785958, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.026103752232556, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.05107971640121041, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0085297605774093, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.18345133657423074, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0232828152558247, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.4106364147855556, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0176928371485834, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008398897878731439, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0068313456515463, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01581810034613089, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0294314261475124, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.02222347483608836, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0181150632791534, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.052676496326522916, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0322683330612172, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.09262970862957987, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.026996423790016, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.3198591227188461, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.048337306588515, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.48133255306467115, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0221113457910347, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00858157597283827, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0097541951572369, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.016224125775058842, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0316420090383704, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.02602463216302626, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0266676672647654, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.06196609164250712, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0415579283772143, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.08084529870671829, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0217589082687513, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.11972061262579207, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0115771720816213, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.7894749411313201, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0413702450452014, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009502298027192496, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0244857480269067, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.012324345654796585, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0104098728280275, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.022782813675197987, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0193735756671507, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.03654459559252095, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0161364323272242, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.11191238958887154, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0355665042163704, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.24450164745950534, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0344961376633344, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.6293973149688739, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0313653934100464, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.010851966741725061, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0460804474594008, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.013305278202016307, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.015750505585137, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.016728299799097485, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0057509194459306, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.039928748216361325, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.019520584951053, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.06259028910254397, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.01364557066689, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.30148162067399265, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0449618470292619, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.36755835638464374, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0150004584985262, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008687176607455632, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.01144380531114, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01595801299314454, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0301931727812557, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03667612245217839, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.050633520415365, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.051611961659682654, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0312037983943885, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.1745294431094851, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0633963057810965, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.11239705870053807, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0102320295239215, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.4055349082181043, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0173739929881194, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008818337458272527, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0135423789241658, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.012231641986568972, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.009905152856576, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.020375060555952475, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0139561311488516, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.08722884967656173, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0668206864112804, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.06266352436692209, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.013678119673284, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.13233987618840107, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.013894996001283, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.4098348250343945, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0176427377891404, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009689808957176872, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0274859229066768, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.021344341984478907, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0595187417341263, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03219360354052497, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.040547852864135, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.0277565128026701, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0073483495373659, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.11308885098152602, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0360893759464476, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.16245096360240605, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0194256038936513, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.46976723915626556, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0213885136717533, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.01017183663115937, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0351983656903536, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.014547176671639963, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.022511952808642, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.02447821299017819, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0231882241258639, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.04023905654801264, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0198308932826998, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.08121923517308663, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0219251022538012, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.24045437937442338, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0337527618925968, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.33482416680184374, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0129545716496073, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009767631289162642, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0287310802184493, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.012995524761790566, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0140640701883323, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.021862925201009607, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0173038266002412, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.03511578818220829, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0147076249169054, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.08935418347423955, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0255406348320917, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.16131153438131193, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0192163209754868, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.37287527740424087, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.015332766062253, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00998466377453922, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0322035999844374, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.012298039647759176, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0102666512341751, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.01990305262191456, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0128941132972649, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.03966623314020704, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.019258069874899, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.0558293037235054, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0106406882762062, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.22455170412958103, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0308318623578308, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.747582511015547, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0387519681629653, 'gamma': 16.000000000000085}
