{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004012782418365169, 'weighted_error': 1.0026633104596498, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005706108217968133, 'weighted_error': 1.0049996061610609, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.004684300273627907, 'weighted_error': 1.0015878577012993, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.006328937284636617, 'weighted_error': 1.0037854488822604, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004000127336577459, 'weighted_error': 1.0023469334148807, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 40, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004190359234053384, 'weighted_error': 1.003156769267343, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004448797399025051, 'weighted_error': 1.0033909212440253, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004911967664124134, 'weighted_error': 1.0040228706565677, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 114, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005340482765221074, 'weighted_error': 1.0039839799033812, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.006406947045275144, 'weighted_error': 1.0051034633577338, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.007297051753599593, 'weighted_error': 1.005298127740012, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004008078852786401, 'weighted_error': 1.0025457213202282, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004173429113564109, 'weighted_error': 1.0029686568176248, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004144221370196489, 'weighted_error': 1.001487321063817, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004283883438549449, 'weighted_error': 1.0015105337542551, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -54, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.006103835789831048, 'weighted_error': 1.0061044049717836, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.005712402737533873, 'weighted_error': 1.0036860259949842, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.005404758741982133, 'weighted_error': 1.0023414199093537, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.003974267282076185, 'weighted_error': 1.0017004320522405, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 44, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004128739472126036, 'weighted_error': 1.002472105246003, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 84, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.0042908716900977965, 'weighted_error': 1.0024038855632051, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004470232545755935, 'weighted_error': 1.002255930183064, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005326703650849505, 'weighted_error': 1.0039457045857219, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.005513642024727957, 'weighted_error': 1.0032803918872162, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.009008226150719013, 'weighted_error': 1.0079718377355151, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.003990603379717482, 'weighted_error': 1.0021088344935023, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004561097092947943, 'weighted_error': 1.0072760788108377, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004063002952826164, 'weighted_error': 1.0009797059552714, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.00420949204988014, 'weighted_error': 1.0012129681995638, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.004838517424135689, 'weighted_error': 1.002589631733748, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.005738160117032636, 'weighted_error': 1.003738592075607, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.005354726312860765, 'weighted_error': 1.0022632442388542, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004040607298288671, 'weighted_error': 1.0033589324577774, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004065720597976986, 'weighted_error': 1.001771895533266, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004306773086095749, 'weighted_error': 1.0025032692882299, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004687178319192206, 'weighted_error': 1.0031237132768516, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.004785674737712915, 'weighted_error': 1.0024428464936623, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.005606276655696419, 'weighted_error': 1.0034694421545063, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.007173861234028755, 'weighted_error': 1.0051056425531888, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 42, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004055517056917247, 'weighted_error': 1.0037316764235362, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004404005241396633, 'weighted_error': 1.0055306137935247, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.0043939531821798345, 'weighted_error': 1.003048144888749, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004743329461792949, 'weighted_error': 1.003348317847258, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005589992221521529, 'weighted_error': 1.0046770617265097, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.0057692916947399645, 'weighted_error': 1.0038021259076577, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.005776319767064797, 'weighted_error': 1.0029219840110402, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004084685944687761, 'weighted_error': 1.0044608986176764, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.0041465001073718415, 'weighted_error': 1.0026694456377043, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004651424522936799, 'weighted_error': 1.0046573407684407, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 44, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004202698197666764, 'weighted_error': 1.0011857927906913, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005813369501798088, 'weighted_error': 1.0052975541717053, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.0074728653283266605, 'weighted_error': 1.0072788067925336, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.006586339060902928, 'weighted_error': 1.0041876391576714, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004097935071604452, 'weighted_error': 1.0047921267906508, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004090011939928715, 'weighted_error': 1.0020417993326334, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004176104969454145, 'weighted_error': 1.0016865935592085, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004649468592868251, 'weighted_error': 1.0029728743715496, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.0048126453900882065, 'weighted_error': 1.002517764972489, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 46, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.004748072161137901, 'weighted_error': 1.0017180044104963, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.005855809211756577, 'weighted_error': 1.0030461862683828, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.003979595712419118, 'weighted_error': 1.001833642811063, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004463987085636941, 'weighted_error': 1.006197078729574, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.0043272811648864765, 'weighted_error': 1.002631444780663, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004796557063084751, 'weighted_error': 1.0035612282524138, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.004907065490271034, 'weighted_error': 1.002780043028561, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 52, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.004987539030731302, 'weighted_error': 1.002206712307623, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.006958192507511975, 'weighted_error': 1.0047686601679968, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004036439071508722, 'weighted_error': 1.0032547267880956, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 42, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004183346265338025, 'weighted_error': 1.003078847392814, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -66, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004451567210032153, 'weighted_error': 1.0034082325628122, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004573713743113843, 'weighted_error': 1.002669854972485, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.004866419255934716, 'weighted_error': 1.002667136822059, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.004911918782288227, 'weighted_error': 1.002052385270002, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.0069698492771578515, 'weighted_error': 1.0047868738705676, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004031161140728668, 'weighted_error': 1.003122778518813, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004561041100362943, 'weighted_error': 1.0072754566709536, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004759626578825164, 'weighted_error': 1.005333603617802, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.005041510579070919, 'weighted_error': 1.0045410423163277, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.0048224383478740656, 'weighted_error': 1.0025449676330052, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.005002232236621088, 'weighted_error': 1.0022366984421076, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.007366441901552919, 'weighted_error': 1.0054065498461884, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004014551000015473, 'weighted_error': 1.0027075250008364, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004424777416883268, 'weighted_error': 1.0057614157432961, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004172902965804972, 'weighted_error': 1.0016665810363952, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 42, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.0046341548441555126, 'weighted_error': 1.0029116193766932, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.004568777940997951, 'weighted_error': 1.0018403553916841, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -56, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.006876179175431995, 'weighted_error': 1.006061079949893, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.005428484963245307, 'weighted_error': 1.0023784921300802, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004120932338269884, 'weighted_error': 1.0053670584573362, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004157586200373237, 'weighted_error': 1.002792624448821, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 56, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004116778611843625, 'weighted_error': 1.0013158038240983, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 64, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004695429966586704, 'weighted_error': 1.0031567198663554, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.0056173145274263855, 'weighted_error': 1.0047529570206721, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -46, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.006159004639512964, 'weighted_error': 1.004597458448015, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.00836661987996282, 'weighted_error': 1.0069693279374592, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.00410081142157192, 'weighted_error': 1.0048640355396514, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004200932317164202, 'weighted_error': 1.00327424796877, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 48, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004364843034418369, 'weighted_error': 1.0028662064652205, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.00491652434197979, 'weighted_error': 1.0040410973679996, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005395764405580442, 'weighted_error': 1.0041375400155461, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.00469052039293071, 'weighted_error': 1.0016005518223237, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -66, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.0063073813496192215, 'weighted_error': 1.0037517677337975, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.0040166268739840775, 'weighted_error': 1.002759421849962, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.0043587946514010295, 'weighted_error': 1.0050282739046752, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 52, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004442789924555268, 'weighted_error': 1.0033533745285752, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 48, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004882660989387141, 'weighted_error': 1.0039056439576055, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.006697679441806328, 'weighted_error': 1.0077539706717438, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -80, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.010411173278866563, 'weighted_error': 1.0132753536303607, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.0068923101872790625, 'weighted_error': 1.0046657190426331, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.00406317180425734, 'weighted_error': 1.0039230451070111, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004177748170743558, 'weighted_error': 1.0030166463417471, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 38, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004312114379414482, 'weighted_error': 1.0025366523713855, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 48, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004544108791290112, 'weighted_error': 1.0025514351651796, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.008242143616659925, 'weighted_error': 1.012044148935253, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.0055819424744592136, 'weighted_error': 1.003419780560135, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.007090561903390342, 'weighted_error': 1.0049754873490613, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004137827521703305, 'weighted_error': 1.005789438043281, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004523771724878209, 'weighted_error': 1.0068613524989174, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004768528182597459, 'weighted_error': 1.0053892386413672, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 42, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004402079619935176, 'weighted_error': 1.001983318479782, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005131731235259257, 'weighted_error': 1.003404114542428, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.005386814319340096, 'weighted_error': 1.0030215598353924, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.004883655485268359, 'weighted_error': 1.0015271960707393, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004017257330980881, 'weighted_error': 1.0027751832751008, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.0045290038848319475, 'weighted_error': 1.006919487609565, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004675171157910413, 'weighted_error': 1.0048057572370397, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.004280269518622962, 'weighted_error': 1.0014960780745352, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.005622108683038599, 'weighted_error': 1.0047662741195782, 'gamma': 2.2499999999996687}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.005236839019877062, 'weighted_error': 1.0027154877956743, 'gamma': 5.444444444439521}
{'sample_size': 500, 'difference': 38, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.005671290680424601, 'weighted_error': 1.002757876063162, 'gamma': 15.999999999960426}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.004102558755219967, 'weighted_error': 1.004907718881157, 'gamma': 0.06250000000006377}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.004240752096853169, 'weighted_error': 1.0037166899652639, 'gamma': 0.18367346938791193}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.004363767142559134, 'weighted_error': 1.0028594821410994, 'gamma': 0.44444444444472536}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.00494388648256267, 'weighted_error': 1.0041505459303346, 'gamma': 1.0000000000003206}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.0052206812422240095, 'weighted_error': 1.0036511978951075, 'gamma': 2.2499999999996687}
