{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01579761525819496, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0027618441311132, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.021744569320768823, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0072759885241824, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028431927582066422, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.001471837059648, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.050008660679544674, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.010008660679544, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.07648201905097686, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0062142306893227, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.13899886499453995, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0051222405092004, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.4454604512936794, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0122162782058535, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016650392161466805, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0164062745834577, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02221609458045545, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.009843181604698, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.031059007725284023, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.007382767381888, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.046552183866885706, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0065521838668852, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.0660559172016488, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0015804076451769, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.13119372307569865, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.003688643013903, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.5871153916131469, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.021069711975821, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01612755574855368, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0080408919768569, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.021469800899349287, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0057800271186768, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03176788577345465, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0089777429902727, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04402045149165629, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.004020451491656, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.07306498426438836, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0046955485619502, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.16676927797903623, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0102229286083932, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.345978711501035, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0059986694688134, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01597371816668356, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0055794906669289, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020973949059449635, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0030803893236673, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03131772898173466, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.007964890208903, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04853205808542615, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.008532058085425, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.08440005408721676, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.009733357372096, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.18882907862267384, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.014274728726612, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.3525216708822436, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.006407604430139, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015967708754307697, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0054833400689192, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.023285223221439735, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0156639930945022, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02892394024525968, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0025788655518328, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.06704937162814183, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.027049371628139, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.07684858212911154, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0063771476129386, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.18947937065225254, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0143941701198007, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.39800851104618534, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0092505319403862, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016497127799263052, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0139540447881996, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02134659246461083, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0051092256406573, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.029808234304907665, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.004568527186042, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.048957834928598655, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.008957834928598, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.09405432061904101, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.014024142497352, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.14956615076008875, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.007063170547771, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.32678314675250886, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0047989466720308, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.017550020089375944, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0308003214300194, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.021131073632807983, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0039358453341745, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03255242379383869, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0107429535361367, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.07281522451512404, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0328152245151214, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.14371259511178122, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0360944867163477, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.14745488139977908, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0066753863795501, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.28717409498660434, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.002323380936662, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016189171593145812, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0090267454903334, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.022235553439684867, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0099491242827234, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.035274729215698734, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0168681407353213, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04429625369209134, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0042962536920912, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.11260189840583132, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.02226751040259, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.12797432384744686, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0030973247883057, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.3994475646942663, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.009340472793391, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016421673411983737, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.01274677459174, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02454727200574182, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0225351475868114, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03610240070731801, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0187304015914613, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04940213783369279, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.009402137833693, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.08294913120381202, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0090885027572498, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.1546748973045681, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.008001511749818, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.7607942575949705, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.031924641099684, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01788821784937231, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0362114855899618, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.021778439756132025, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0074603942278304, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.036097913572330484, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0187203055377405, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.07004638989030047, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.030046389890302, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.09119528758539014, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.012753461149062, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.3165229055032024, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.037728696929158, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.48487332541565814, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0146795828384778, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016308963910803696, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0109434225728609, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02115119924869465, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0040454181317802, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.0296664571900682, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0042495286776512, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04653070303788846, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0065307030378874, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.12824127054646853, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0292183424650954, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.14470606525409044, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.006170501781363, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.7901221338572719, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0337576333660776, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01656409138032105, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0150254620851284, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.022307296339761886, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0103397245164794, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.044466009663246875, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0375485217423084, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.050235722619183285, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0102357226191836, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.07114628077928602, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.0038427914574604, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.12582284494433288, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0027021551938564, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.3556705547209098, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.006604409670056, 'gamma': 16.000000000000565}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.016031710787325588, 'shap_norm_sq': 6.400000000000069, 'weighted_error': 1.0065073725972025, 'gamma': 0.06249999999999933}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.025424070516800883, 'shap_norm_sq': 4.9000000000000385, 'weighted_error': 1.0273088283692426, 'gamma': 0.18367346938775364}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.03630145586998034, 'shap_norm_sq': 3.6000000000000196, 'weighted_error': 1.0191782757074561, 'gamma': 0.4444444444444419}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04742770005781304, 'shap_norm_sq': 2.5000000000000036, 'weighted_error': 1.0074277000578133, 'gamma': 0.9999999999999981}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.12093773109815012, 'shap_norm_sq': 1.5999999999999903, 'weighted_error': 1.02597232493251, 'gamma': 2.2500000000000133}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.12910948893488092, 'shap_norm_sq': 0.8999999999999864, 'weighted_error': 1.0033058244982427, 'gamma': 5.444444444444526}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.4248446393929261, 'shap_norm_sq': 0.3999999999999859, 'weighted_error': 1.0109277899620561, 'gamma': 16.000000000000565}
